skill_name,references
"registration monitoring",1
"corrective action identification",1
"ms word",4
"ms powerpoint",1
"ms excel",5
"positive attitude",6
"hospitality management",4
"luxury sector knowledge",2
"commercial optimization",1
"build steps",1
"newsletter management",3
"internal communications",6
"external communications",5
"cross-departmental communication",1
"event coordination",6
"team support",6
"participation lifecycle management",1
"supporting leadership",1
"digital literacy",1
"operational activities",1
"onboarding processes",4
"business presentations",1
"feedback gathering",1
"organising",3
"operations knowledge",1
"development processes",2
"project contribution",2
"emea language skills",1
"content planning",4
"performance analytics",1
"solution development",6
"improvement",2
"social impact",1
"resilient mindset",1
"ability to work in a fast-paced environment",1
"organisation skills",6
"recommendation making",1
"environmental matters",2
"desktop research",1
"due diligence",4
"hotel projections",1
"valuations",1
"real estate",1
"executive management",1
"project support",6
"performance analyses",1
"hospitality",1
"eligibility to work in the uk",4
"hospitality industry knowledge",2
"market trend awareness",1
"geographic hotel market familiarity",1
"knowledge of key international hotel brands",1
"financial spreadsheets",1
"emea language",1
"corporate finance",2
"journal postings",2
"balance sheet reconciliations",2
"vat analysis",2
"revenue analysis",3
"audit support",2
"financial reporting",6
"finance functions",2
"monthly close process",2
"control activities",2
"continuous improvement initiatives",3
"management reporting",3
"accounting policies",1
"us sarbanes oxley requirements",1
"commercial finance support",1
"cost centre management",1
"reporting activities",1
"ad hoc requests",1
"presentations",5
"newsletters",1
"communications",1
"hospitality industry",2
"financial performance improvement",1
"business process efficiency",1
"business partnering skills",1
"consolidation",1
"intercompany processes",1
"monthly reporting",3
"review processes",1
"usgaap",1
"sox",1
"group audit requirements",1
"technical accounting skills",1
"knowledge of reporting requirements",1
"accounting",6
"variance analysis",5
"journal entries",5
"account reconciliations",5
"statutory accounting",1
"preparation of statutory accounts",1
"audit compliance",1
"statutory requirements overview",1
"statutory accounts preparation",1
"audit",6
"frs 101",1
"record verification",1
"task organization",3
"numerical capability",2
"analytical capability",3
"talent acquisition",4
"recruitment",5
"hr consulting",1
"compensation and benefits",1
"management information",4
"recruitment systems",2
"event support",5
"team building",3
"international collaboration",4
"wellbeing initiatives",5
"employee relations",5
"business data analysis",1
"employee lifecycle processes",2
"event organization",6
"hr project support",1
"programme development",2
"team member promise",1
"design",6
"promotion",1
"consultation",3
"idea generation",6
"initiative development",4
"researching market trends",1
"report creation",1
"decision-making support",3
"recognition & engagement",1
"discount platform management",1
"sourcing offers",1
"human resources",6
"contract drafting",2
"contract negotiation",4
"understanding of hotel deals",1
"contract management",6
"company policies",1
"codes of conduct",1
"legal research",5
"contract review",2
"training delivery",5
"training preparation",1
"team administration",2
"company secretarial support",1
"interest in legal",1
"confidentiality",5
"hotel operational asset management",1
"financial asset management",1
"private equity",1
"investment banking",2
"capital investment programs",2
"return on investment evaluation",1
"capital expenditure analysis",1
"data consolidation",1
"capital investment evaluation",1
"return on investment analysis",2
"budget presentation",1
"summarization",2
"analytical support",1
"evaluative support",1
"strategic assessment",1
"hotel performance analysis",1
"npv analysis",1
"irr analysis",1
"property management",6
"underwriting",2
"preparing investment memos",1
"negotiation",6
"lease restructuring",1
"real estate management",1
"hospitality finance",1
"analyzing hotel metrics",1
"p&l statements",1
"str",1
"data modelling",3
"european language",3
"procurement support",1
"system training",1
"system delivery",1
"procurement programme management",1
"cross functional activities",1
"product knowledge",4
"supplier evaluation",1
"e-procurement systems management",1
"eprocurement systems",1
"supplier orientation",1
"supplier management",6
"tender activities",2
"tender process",1
"analysis of results",1
"tracking",5
"responsible sourcing initiatives",1
"meeting scheduling",2
"preparation of support materials",1
"excellent written communication",1
"excellent verbal communication",1
"eprocurement",1
"crm tools",1
"numeracy",6
"management accounting",5
"payment processing",2
"purchase ledger management",1
"online approval systems",1
"liaising with third parties",1
"supplier query resolution",2
"intra-group loans management",1
"loan interest scheduling",1
"cash book maintenance",1
"bank reconciliation",1
"sales ledger function",1
"credit control",1
"budget monitoring",6
"cash flow analysis",1
"preparation of statutory financial statements",1
"audit process awareness",1
"corporate governance awareness",1
"taxation matters awareness",1
"inter-personal skills",5
"written english",5
"spoken english",5
"building surveys",1
"technical assessments",1
"building inspection",1
"defect identification",1
"report preparation",6
"compliance with building regulations",1
"sustainability standards",1
"site visits",3
"inspections",2
"bim",2
"sustainable solutions",5
"technical knowledge",6
"flood mapping",1
"flood risk assessment",1
"reservoir flood studies",1
"water environment eia",1
"consenting studies",1
"civil engineering",6
"geography",2
"environmental science",5
"water resources",1
"engineering hydrology",1
"efficiency finding",1
"administrative coordination",1
"lead management",1
"rfp management",1
"process efficiencies",1
"system limitations",1
"speed to market",1
"reducing manual workload",1
"training programme creation",1
"material management",5
"problem prevention",1
"resolution skills",1
"conceptual skills",2
"analyses",3
"timely project execution",1
"partner alignment",1
"html",5
"css",3
"json",2
"data driven strategies",1
"processes",3
"strategic coordination",1
"information gathering",5
"business performance analysis",2
"systems analysis",1
"promotional strategy",1
"customer proposition development",1
"test and learn methodology",1
"expectation management",1
"process management",6
"procedures management",1
"production task management",1
"effectiveness enhancement",1
"microsoft access",1
"ssis",1
"vba",5
"identifying growth opportunities",1
"driving commercial success",1
"emea market knowledge",1
"large-scale project management",1
"structured change management framework",1
"preparing collateral",1
"resource facilitation",1
"hotel management",1
"capability enhancement",1
"refinement techniques",1
"activation strategies",2
"task prioritization",6
"security & fraud prevention",1
"fire safety",2
"food hygiene",1
"resilience building",6
"occupational health & safety",5
"business continuity",2
"crisis management",1
"food safety",4
"security management",2
"trading standards",1
"analytical insights",1
"operational decisions",1
"assessments",2
"accident analysis",1
"claim analysis",1
"insurance reporting",1
"guest assistance records analysis",1
"vendor incident log analysis",1
"mitigation strategy development",1
"risk mitigation",6
"incident report analysis",1
"accident statistics analysis",1
"insurance claims analysis",1
"trend spotting",1
"vulnerability identification",1
"iso 45001",1
"haccp",1
"security principles",1
"physical security protocols",1
"digital security protocols",1
"access control",1
"surveillance systems",1
"safety management systems",4
"safety initiatives",2
